"STATION","NAME","DATE","CDSD","CLDD","DP01","DP05","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1951-09","476","24","3","0","0","0","0","0","0","0","18","0","33","0","0.0","0.43","85","171","148","1.17","0.0","60.9","71.3","50.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1951-10","507","31","5","3","2","0","0","0","2","0","12","0","31","0","0.0","1.83","89","526","356","4.44","0.0","54.5","64.8","44.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1951-11","507","0","6","2","1","4","2","0","25","7","0","0","14","7","7.0","1.00","58","1485","959","2.67","9.7","33.0","39.7","26.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1951-12","507","0","9","2","0","17","7","2","22","15","0","0","-9","16","5.0","0.86","62","2651","1166","3.71","24.3","27.4","34.5","20.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1952-01","0","0","7","2","1","19","4","0","28","13","0","0","6","7","4.3","1.33","62","3777","1126","3.68","11.8","28.7","35.5","21.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1952-02","0","0","5","1","0","7","2","0","27","6","0","0","12","2","1.9","0.65","47","4805","1028","1.50","4.7","29.6","36.0","23.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1952-03","0","0","4","2","0","4","2","0","25","4","0","0","15","2","1.2","0.93","64","5752","946","2.42","4.1","34.5","41.9","27.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1952-04","9","9","7","3","1","0","0","0","6","0","10","0","22","0","0.9","1.10","83","6220","468","3.55","2.3","49.7","59.4","40.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1952-05","21","11","7","2","0","0","0","0","0","0","10","1","38","0","0.0","0.70","90","6464","244","3.05","0.0","57.5","67.4","47.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1952-06","256","235","6","1","0","0","0","0","0","0","29","9","49","0","0.0","0.50","95","6485","21","1.57","0.0","72.1","83.2","61.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1952-07","580","324","5","0","0","0","0","0","0","0","31","10","53","0","0.0","0.45","94","2","2","1.50","0.0","75.4","86.2","64.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1952-08","774","194","6","0","0","0","0","0","0","0","31","3","47","0","0.0","0.28","91","9","6","1.05","0.0","71.1","82.0","60.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1952-09","867","92","4","1","1","0","0","0","0","0","22","4","40","0","0.0","1.01","94","110","101","2.19","0.0","64.7","75.8","53.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1952-10","870","3","1","1","1","0","0","0","8","0","2","0","25","0","0.0","1.39","83","631","521","1.48","0.0","48.3","59.6","36.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1952-11","870","0","6","2","1","0","0","0","11","3","1","0","14","0","0.0","1.48","71","1298","667","3.44","0.0","42.8","50.7","34.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1952-12","870","0","5","2","0","4","1","0","24","5","0","0","14","2","2.4","0.63","55","2280","982","2.12","4.2","33.3","38.5","28.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1953-01","0","0","6","1","0","19","4","0","28","10","0","0","8","3","2.0","0.55","56","3368","1088","1.87","9.5","29.9","35.9","24.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1953-02","0","0","1","0","0","0","0","0","24","5","0","0","5","0","0.8","0.13","55","4306","937","0.89","1.2","31.5","39.4","23.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1953-03","0","0","4","1","1","0","0","0","17","5","0","0","13","0","0.5","1.43","65","5160","854","2.57","0.6","37.4","45.2","29.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1953-04","0","0","9","2","0","0","1","0","9","0","3","0","25","0","1.5","0.78","72","5780","619","3.19","2.9","44.3","53.3","35.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1953-05","31","31","7","0","0","0","0","0","0","0","19","1","39","0","0.0","0.34","91","5929","149","1.85","0.0","61.2","71.8","50.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1953-06","228","196","4","2","2","0","0","0","0","0","30","5","51","0","0.0","1.63","97","5941","12","3.23","0.0","71.1","82.0","60.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1953-07","492","265","7","5","1","0","0","0","0","0","31","5","50","0","0.0","1.06","94","6","6","4.10","0.0","73.3","83.6","63.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1953-08","744","251","4","1","0","0","0","0","0","0","31","7","51","0","0.0","0.74","96","10","4","1.80","0.0","73.0","84.2","61.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1953-09",,,"4","2","0","0","0","0","0","0","20","4","35","0","0.0","0.80","98",,,"2.08","0.0","63.8","76.3","51.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1953-10",,"22","3","0","0","0","0","0","2","0","16","0","30","0","0.0","0.40","89",,"279","0.65","0.0","56.7","68.8","44.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1953-11",,"0","4","0","0","2","0","0","13","2","0","0","22","1","0.9","0.48","69",,"668","0.91","1.6","42.7","50.5","34.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1953-12",,"0","5","0","0","8","2","0","25","5","0","0","7","2","1.3","0.38","59",,"1032","1.46","3.4","31.7","39.0","24.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1954-01","0","0","7","1","0","7","3","0","30","18","0","0","5","4","1.5","0.65","50",,"1242","1.59","5.0","24.9","32.1","17.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1954-02","0","0","7","3","1","15","2","0","24","3","0","0","3","4","3.5","2.25","65",,"893","4.65","8.1","33.1","41.0","25.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1954-03","0","0","6","3","1","6","3","0","27","5","0","0","10","6","6.0","2.35","67",,"972","4.02","12.5","32.7","41.3","24.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1954-04","0","0","8","1","0","0","0","0","6","1","7","0","13","0","0.0","0.50","80",,"421","2.95","0.0","50.1","61.1","39.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1954-05","14","13","4","0","0","0","0","0","2","0","12","0","29","0","0.0","0.25","84",,"355","0.70","0.0","54.0","64.7","43.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1954-06","219","205","9","5","3","0","0","0","0","0","26","4","40","0","0.0","1.47","90",,"48","5.85","0.0","70.2","80.3","60.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1954-07","409","190","2","0","0","0","0","0","0","0","30","2","48","0","0.0","0.20","93","11","11","0.76","0.0","70.8","81.6","60.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1954-08","546","137","5","1","1","0","0","0","0","0","30","1","49","0","0.0","1.16","93","33","22","2.24","0.0","68.7","79.2","58.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1954-09","599","53","6","1","0","0","0","0","0","0","21","1","37","0","0.0","0.58","95","138","105","1.50","0.0","63.3","73.8","52.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1954-10","603","4","11","4","1","0","0","0","2","0","10","0","27","0","0.0","2.85","76","508","370","7.28","0.0","53.2","61.7","44.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1954-11","603","0","7","0","0",,,"0","25","0","0","0","18",,,"0.38","65","1300","792","1.42",,"38.6","47.4","29.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1955-02",,"0","3","0","0",,"3","1","28","9","0","0","0",,"2.1","0.21","46",,"1111","0.79","7.1","25.3","33.7","17.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1955-03",,,"7","1","0","0","1",,,"3","0","0",,"0","1.5","0.57","63",,,"2.06","1.7",,"45.2",
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1955-04",,"0","5","0","0","0","0","0","0","0","6","0","33","0","0.0","0.45","77",,"313","1.61","0.0","53.8","65.1","42.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1955-06",,,"2","1","0","0","0",,,,,,,"0","0.0","0.70",,,,"0.95","0.0",,,
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1955-07",,"390","6","2","1","0","0","0","0","0","31","12","57","0","0.0","1.90","97","0","0","3.38","0.0","77.6","87.9","67.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1955-10",,"7","6","2","1","0","0","0","1","0","12","0","32","0","0.0","1.56","80",,"334","3.56","0.0","54.4","64.7","44.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1955-11",,"0","8","1","1","2","1","0","21","0","0","0","5","3","3.0","1.71","63",,"843","3.30","3.5","36.9","45.4","28.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1955-12",,"0","3","0","0","1","0","0","30","15","0","0","9","2","0.3","0.40","53",,"1193","0.91","2.6","26.5","33.0","20.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1956-01","0","0","4","0","0","15","2","0","30","13","0","0","5","5","3.7","0.23","42",,"1211","0.87","8.6","24.7","32.3","17.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1956-02","0","0","8","0","0","28","2","0","28","6","0","0","9","4","2.5","0.42","50",,"1062","2.05","5.4","28.4","36.8","20.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1956-03","0","0","5","1","0","9","3","0","26","1","0","0","12","8","1.2","0.57","57",,"1009","2.48","11.1","32.4","41.1","23.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1956-04","0","0","9","2","1","0","0","0","14","0","5","0","25","0","0.0","2.35","76",,"583","5.35","0.0","45.6","57.1","34.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1956-05","56","56","14","2","1","0","0","0","1","0","13","0","30","0","0.0","1.11","88",,"244","4.37","0.0","58.5","70.1","47.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1956-06","282","226","9","1","0","0","0","0","0","0","26","7","41","0","0.0","0.73","99",,"47","2.41","0.0","71.3","82.9","59.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1956-07","471","189","5","2","0","0","0","0","0","0","30","2","52","0","0.0","0.60","95","4","4","2.08","0.0","71.0","81.2","60.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1956-08","660","189","10","3","0","0","0","0","0","0","31","1","49","0","0.0","0.95","90","22","18","3.47","0.0","70.5","80.5","60.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1956-09","698","37","3","0","0","0","0","0","0","0","15","0","33","0","0.0","0.21","86","208","186","0.62","0.0","59.7","70.3","49.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1956-10","712","14","3","0","0","0","0","0","0","0","16","0","34","0","0.0","0.24","83","473","265","0.46","0.0","56.9","67.8","45.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1956-11","712","0","6","1","1","3","0","0","17","4","0","0","11","2","0.0","1.08","67","1210","737","2.06","0.0","39.3","47.7","30.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1956-12","712","0","8","0","0","2","1","0","22","4","0","0","12","3","3.0","0.40","61","2159","948","1.87","3.8","34.4","41.0","27.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1957-01","0","0","4","1","0","20","4","1","28","23","0","0","-7","8","8.0","0.59","52","3475","1317","1.74","17.0","21.0","28.0","13.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1957-02","0","0","4","1","0","15","1","0","25","6","0","0","14","3","3.0","0.55","64","4428","952","1.33","3.0","31.0","38.9","23.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1957-03","0","0","6","1","0","0","0","0","26","1","0","0","12","0","0.5","0.50","69","5300","872","1.28","0.5","36.9","46.5","27.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1957-04","22","22","8","4","0","0","0","0","10","0","10","0","23","0","0.0","0.92","83","5797","497","4.14","0.0","49.1","58.1","40.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1957-05","35","13","8","2","1","0","0","0","1","0","19","0","31","0","0.0","1.40","84","6041","243","3.31","0.0","57.6","68.1","47.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1957-06","202","167","8","3","0","0","0","0","0","0","27","4","41","0","0.0","0.75","95","6076","35","3.45","0.0","69.4","80.3","58.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1957-07","457","255","7","2","1","0","0","0","0","0","31","6","52","0","0.0","1.47","93","0","0","3.49","0.0","73.2","84.2","62.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1957-08","644","188","6","2","0","0","0","0","0","0","30","3","49","0","0.0","0.86","90","12","11","2.76","0.0","70.7","81.8","59.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1957-09","710","66","8","1","0","0","0","0","0","0","24","0","36","0","0.0","0.73","86","128","116","2.93","0.0","63.3","73.8","52.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1957-10","710","0","4","3","1","0","0","0","4","0","4","0","29","0","0.0","1.38","72","556","428","3.64","0.0","51.2","60.5","41.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1957-11","710","0","6","2","1","1","1","0","16","2","0","0","20","2","2.3","1.31","61","1286","730","2.69","2.8","39.8","47.4","32.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1957-12","710","0","8","3","0","8","2","0","25","4","0","0","7","2","2.0","0.86","59","2251","965","3.61","4.3","33.9","41.7","26.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1958-01","0","0","3","0","0","14","1","0","31","10","0","0","3","1","1.0","0.16","41","3451","1200","0.60","3.7","26.3","32.5","20.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1958-02","0","0","2","0","0","9","1","2","26","17","0","0","-7","3","2.0","0.19","55","4646","1196","0.36","2.6","22.3","29.5","15.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1958-03","0","0","1","0","0","0","0","0","27","0","0","0","22","0","0.0","0.13","57","5530","884","0.26","0.0","36.5","43.5","29.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1958-04","6","6","7","2","0","0","0","0","6","0","6","0","23","0","0.0","0.56","82","5984","454","2.24","0.0","50.1","61.5","38.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1958-05","35","29","4","0","0","0","0","0","0","0","21","0","34","0","0.0","0.20","83","6176","192","0.78","0.0","59.5","72.9","46.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1958-06","77","42","8","2","0","0","0","0","0","0","27","0","41","0","0.0","0.74","88","6252","75","2.62","0.0","63.9","75.1","52.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1958-07","311","234","9","2","1","0","0","0","0","0","31","0","53","0","0.0","1.61","89","2","2","3.83","0.0","72.5","82.5","62.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1958-08","491","180","5","2","1","0","0","0","0","0","31","2","48","0","0.0","2.01","92","12","10","3.59","0.0","70.5","81.9","59.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1958-09","553","62","6","1","1","0","0","0","0","0","24","0","41","0","0.0","1.22","86","109","97","2.60","0.0","63.8","74.0","53.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1958-10","560","7","7","2","0","0","0","0","0","0","10","0","33","0","0.0","0.65","79","438","328","2.54","0.0","54.6","65.4","43.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1958-11","560","0","8","1","0","3","2","0","11","4","0","0","2","5","3.0","0.90","66","1131","693","2.65","4.5","41.9","50.6","33.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1958-12","560","0","1","0","0","25","2","0","30","16","0","0","2","5","3.0","0.17","50","2462","1332","0.31","7.0","22.0","30.3","13.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1959-01","0","0","7","1","1","27","6","3","31","19","0","0","-3","10","3.0","1.27","41","3833","1371","2.78","14.1","20.8","28.9","12.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1959-02","0","0","4","1","0","25","2","0","27","6","0","0","1","8","1.0","0.94","45","4933","1100","1.99","2.0","25.7","34.4","17.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1959-03","0","0","4","2","1",,,"0","26","2","0","0","4",,,"1.22","67","5878","944","2.85",,"34.5","44.2","24.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1959-04","0","0","9","2","2","0","0","0","5","0","7","0","30","0","0.0","1.20","75","6326","448","4.10","0.0","49.5","60.4","38.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1959-05","77","76","6","1","1","0","0","0","0","0","23","0","34","0","0.0","1.50","87","6468","142","2.90","0.0","62.9","74.6","51.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1959-06","273","196","4","0","0","0","0","0","0","0","30","5","44","0","0.0","0.44","91","6500","31","1.21","0.0","70.5","82.1","58.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1959-07","519","246","6","2","2","0","0","0","0","0","29","2","49","0","0.0","1.85","91","0","0","4.77","0.0","73.5","85.0","61.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1959-08","823","305","7","2","1","0","0","0","0","0","31","10","52","0","0.0","1.36","93","0","0","3.19","0.0","75.5","86.3","64.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1959-09","967","144","3","1","0","0","0","0","0","0","23","3","34","0","0.0","0.50","94","93","92","1.44","0.0","66.8","78.2","55.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1959-10","974","6","7","2","1","0","0","0","4","0","6","0","30","0","0.0","2.38","83","524","431","4.70","0.0","51.3","59.9","42.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1959-11","974","0","5","3","1","2","1","0","24","3","0","0","9","3","3.0","1.09","69","1389","865","3.27","3.0","36.2","44.2","28.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1959-12","974","0","5","0","0","5","1","0","24","7","0","0","12","1","1.0","0.49","55","2357","969","2.26","2.1","33.7","39.6","27.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1960-01","0","0","6","1","1","11","2","0","30","14","0","0","9","4","2.0","1.17","53","3520","1163","2.80","3.5","27.5","33.2","21.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1960-02","0","0","6","2","0","11","6","0","28","18","0","0","12","8","3.5","0.69","45","4617","1097","2.26","13.3","27.2","33.3","21.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1960-03","0","0","4","0","0","21","4","0","27","16","0","0","6","10","2.5","0.25","69","5834","1218","0.87","8.3","25.7","34.7","16.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1960-04","22","22","6","1","0","0","0","0","9","0","9","0","22","0","0.0","0.86","85","6262","427","1.98","0.0","50.8","61.6","40.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1960-05","36","14","7","0","0","0","0","0","1","0","18","0","32","0","0.0","0.42","81","6505","243","2.25","0.0","57.6","67.5","47.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1960-06","126","91","9","4","2","0","0","0","0","0","28","0","47","0","0.0","1.41","87","6542","37","5.89","0.0","66.9","78.0","55.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1960-07","308","181","5","4","1","0","0","0","0","0","31","2","45","0","0.0","2.21","90","11","11","4.70","0.0","70.5","82.5","58.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1960-08","496","188","5","2","0","0","0","0","0","0","31","0","53","0","0.0","0.85","88","11","0","2.59","0.0","71.1","81.9","60.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1960-09","599","103","1","1","0","0","0","0","0","0","26","4","40","0","0.0","0.85","98","59","49","1.04","0.0","66.9","78.7","55.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1960-10","601","2","4","1","1","0","0","0","5","0","9","0","24","0","0.0","1.55","79","458","399","2.31","0.0","52.2","63.5","40.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1960-11","601","0","6","0","0","0","0","0","17","1","0","0","20","0","0.3","0.26","64","1082","623","1.29","0.3","41.0","50.1","31.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1960-12","601","0","1","0","0","15","3","4","27","17","0","0","-12","5","3.0","0.12","52","2354","1272","0.34","6.5","22.7","31.8","13.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1961-01","0","0","1","0","0","19","2","4","28","18","0","0","-4","4","2.0","0.11","52","3552","1199","0.18","3.8","21.9","30.0","13.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1961-02","0","0","5","2","0","11","2","2","21","5","0","0","-7","6","2.0","0.76","54","4418","866","2.19","4.0","31.1","40.7","21.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1961-05",,"10","7","1","0","0","0","0","1","0","14","0","32","0","0.0","0.75","81",,"259","2.17","0.0","56.4","67.6","45.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1961-06",,"112","6","2","2","0","0","0","0","0","28","3","47","0","0.0","1.52","92",,"44","3.74","0.0","67.3","79.1","55.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1961-07",,"247","4","1","0","0","0","0","0","0","31","3","50","0","0.0","0.60","93","4","4","1.61","0.0","72.8","83.4","62.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1961-08",,"209","10","4","0","0","0","0","0","0","31","0","49","0","0.0","0.91","89","8","4","4.23","0.0","71.6","81.9","61.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1961-09",,"175","8","3","2","0","0","0","1","0","26","0","29","0","0.0","1.56","88","73","65","4.75","0.0","68.8","79.2","58.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1961-10",,"6","6","1","0","0","0","0","0","0","13","0","34","0","0.0","0.68","80","388","315","1.78","0.0","55.0","65.6","44.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1961-11",,"0","5","2","1","0","0","0","19","1","2","0","21","0","0.0","1.45","74","1078","690","2.87","0.0","41.4","50.4","32.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1961-12",,"0","4","0","0","9","1","1","29","13","0","0","-10","1","1.0","0.24","58","2211","1132","0.84","2.3","28.5","35.1","21.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1962-01","0","0","4","1","0","20","1","3","31","16","0","0","-6","2","2.0","0.57","42","3547","1336","1.48","4.1","21.9","29.6","14.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1962-02","0","0","8","0","0","19","6","2","27","15","0","0","0","10","4.0","0.46","49","4649","1102","1.92","17.1","24.0","30.9","17.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1962-03","0","0","3","0","0","15","3","1","25","6","2","0","0","5","2.0","0.25","75","5576","926","0.66","4.0","35.1","43.4","26.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1962-04","17","17","3","0","0","0","0","0","13","0","7","0","19","0","0.0","0.31","84","6087","511","0.98","0.0","47.9","60.1","35.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1962-05","175","157","4","2","0","0","0","0","0","0","22","5","39","0","0.0","0.65","92","6195","108","1.71","0.0","66.6","77.9","55.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1962-06","355","180","10","3","2","0","0","0","0","0","28","6","42","0","0.0","1.05","95","6214","19","4.33","0.0","70.7","83.5","57.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1962-07","551","196","9","3","1","0","0","0","0","0","31","3","50","0","0.0","1.29","93","2","2","4.00","0.0","71.3","82.2","60.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1962-08","750","199","6","2","1","0","0","0","0","0","31","1","49","0","0.0","1.14","92","2","0","3.04","0.0","71.4","82.7","60.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1962-09","813","63","7","2","1","0","0","0","0","0","18","0","37","0","0.0","1.58","86","149","147","3.45","0.0","62.2","72.1","52.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1962-10","827","14","5","1","0","0","0","0","5","0","15","0","25","0","0.0","0.75","82","462","313","2.09","0.0","55.4","65.2","45.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1962-11","827","0","4","0","0","0","0","0","14","0","0","0","25","0","0.0","0.30","60","1192","729","0.96","0.0","40.7","47.8","33.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1962-12","827","0","2","0","0","26","4","3","26","13","0","0","-1","10","5.0","0.42","61","2325","1134","0.93","13.2","27.0","34.7","19.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1963-01","0","0","2","0","0","31","3","9","31","21","0","0","-14","7","3.0","0.23","41","3793","1468","0.48","7.3","17.6","24.2","11.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1963-02","0","0","1","0","0","27","3","5","27","16","0","0","-4","6","3.0","0.13","46","5023","1229","0.30","6.3","21.1","30.0","12.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1963-03","1","1","7","2","0","1","1","0","21","3","4","0","12","1","1.0","0.63","77","5839","816","2.25","2.4","37.8","47.7","28.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1963-04","5","4","6","3","0","0","0","0","6","0","7","0","24","0","0.0","0.84","81","6252","413","2.91","0.0","50.9","63.2","38.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1963-05","23","18","7","1","0","0","0","0","1","0","18","0","29","0","0.0","0.91","88","6485","233","2.61","0.0","58.1","70.0","46.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1963-06","220","197","2","1","0","0","0","0","0","0","28","8","38","0","0.0","0.96","95","6508","23","1.40","0.0","71.5","84.9","58.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1963-07","496","276","2","1","1","0","0","0","0","0","31","7","49","0","0.0","1.26","96","7","7","1.56","0.0","73.7","85.4","62.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1963-08","645","149","2","1","0","0","0","0","0","0","29","0","43","0","0.0","0.72","89","29","22","1.25","0.0","69.1","80.0","58.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1963-09","689","44","3","1","0","0","0","0","0","0","24","0","39","0","0.0","0.50","86","136","106","1.15","0.0","62.9","74.8","51.0"
